slug,region_name,year,month,period,split,dengue_cases,dengue_deaths,incidence_per100k,mean_temp_C,rainfall_mm,humidity_pct,hot_days,population,pop_density_km2,urban_pct,poverty_fam_pct,oni,oni_lag3,rainfall_lag1,rainfall_anomaly_mm,humidity_lag1,temp_lag3,cases_lag1,cases_lag12,ovitrap_pct,ovitrap_lag1,is_demo_fixture
R4A,Region IV-A (CALABARZON),2019,9,2019-09,test,31309,99,197.67,27.46,394.8,88.6,0,15838988,955.52,69.66,5.06,0.2,0.5,451.8,85.5,87.2,27.78,33027,6111,41.1,42,1
R4A,Region IV-A (CALABARZON),2019,10,2019-10,test,18103,54,114.29,26.78,727.1,92.6,0,15838988,955.52,69.66,5.06,0.3,0.3,394.8,407.8,88.6,27.56,31309,3648,29.7,41.1,1
R4A,Region IV-A (CALABARZON),2019,11,2019-11,test,18285,88,115.44,26.29,140.6,81.6,0,15838988,955.52,69.66,5.06,0.5,0.2,727.1,-79.8,92.6,27.79,18103,1465,42,29.7,1
R4A,Region IV-A (CALABARZON),2019,12,2019-12,test,8570,23,54.11,26.19,293,84.9,1,15838988,955.52,69.66,5.06,0.5,0.2,140.6,-57.8,81.6,27.46,18285,1461,21.8,42,1
R4A,Region IV-A (CALABARZON),2020,1,2020-01,diagnostic_excluded,3797,17,23.45,25.42,115.9,81.9,0,16195042,977,70.49,5.06,0.5,0.3,293,-11.8,84.9,26.78,8570,3318,24.6,21.8,1
R4A,Region IV-A (CALABARZON),2020,2,2020-02,diagnostic_excluded,2703,8,16.69,25.21,89.3,79.5,0,16195042,977,70.49,5.06,0.5,0.5,115.9,28.2,81.9,26.29,3797,3513,15.1,24.6,1
R4A,Region IV-A (CALABARZON),2020,3,2020-03,diagnostic_excluded,2354,11,14.54,26.42,88.9,79.2,0,16195042,977,70.49,5.06,0.4,0.5,89.3,42.7,79.5,26.19,2703,3593,21.3,15.1,1
R4A,Region IV-A (CALABARZON),2020,4,2020-04,diagnostic_excluded,1988,12,12.28,27.14,88.6,77.9,0,16195042,977,70.49,5.06,0.2,0.5,88.9,36.2,79.2,25.42,2354,2566,17.6,21.3,1
R4A,Region IV-A (CALABARZON),2020,5,2020-05,diagnostic_excluded,2734,6,16.88,28,178,81.5,1,16195042,977,70.49,5.06,0,0.5,88.6,-7,77.9,25.21,1988,3213,14.8,17.6,1
R4A,Region IV-A (CALABARZON),2020,6,2020-06,diagnostic_excluded,4636,18,28.63,28.21,191.7,82.3,0,16195042,977,70.49,5.06,-0.3,0.4,178,-76.5,81.5,26.42,2734,7936,21.8,14.8,1
R4A,Region IV-A (CALABARZON),2020,7,2020-07,diagnostic_excluded,12338,36,76.18,26.78,900,96.4,0,16195042,977,70.49,5.06,-0.4,0.2,191.7,509.1,82.3,27.14,4636,10285,21.9,21.8,1
R4A,Region IV-A (CALABARZON),2020,8,2020-08,diagnostic_excluded,28922,104,178.59,27.08,256.4,84.4,0,16195042,977,70.49,5.06,-0.6,0,900,-71.7,96.4,28,12338,33027,42,21.9,1
R4A,Region IV-A (CALABARZON),2020,9,2020-09,diagnostic_excluded,13883,39,85.72,26.75,341.4,85.3,0,16195042,977,70.49,5.06,-0.9,-0.3,256.4,32.1,84.4,28.21,28922,31309,22.4,42,1
R4A,Region IV-A (CALABARZON),2020,10,2020-10,diagnostic_excluded,6405,41,39.55,26.78,635.9,91.2,0,16195042,977,70.49,5.06,-1.2,-0.4,341.4,316.6,85.3,26.78,13883,18103,26.9,22.4,1
R4A,Region IV-A (CALABARZON),2020,11,2020-11,diagnostic_excluded,8308,33,51.3,26.22,127.7,81.7,0,16195042,977,70.49,5.06,-1.3,-0.6,635.9,-92.8,91.2,27.08,6405,18285,34.1,26.9,1
R4A,Region IV-A (CALABARZON),2020,12,2020-12,diagnostic_excluded,3010,6,18.59,25.21,273.9,83,0,16195042,977,70.49,5.06,-1.2,-0.9,127.7,-76.9,81.7,26.75,8308,8570,21.7,34.1,1
R4B,MIMAROPA Region,2016,1,2016-01,train,64,1,2.12,26.51,222.6,85.3,0,3016400,101.88,31.5,15.51,2,2.1,405.7,97.9,87.6,26.61,239,62,29.6,19,1
R4B,MIMAROPA Region,2016,2,2016-02,train,226,2,7.49,26.04,47.9,79.1,0,3016400,101.88,31.5,15.51,1.9,2.2,222.6,-25.6,85.3,26.88,64,80,22.1,29.6,1
R4B,MIMAROPA Region,2016,3,2016-03,train,151,1,5.01,27.26,99,80.2,0,3016400,101.88,31.5,15.51,1.6,2.3,47.9,48.6,79.1,26.72,226,39,14.6,22.1,1
R4B,MIMAROPA Region,2016,4,2016-04,train,152,1,5.04,28.03,100.9,79.1,0,3016400,101.88,31.5,15.51,1.1,2,99,43.4,80.2,26.51,151,50,18.6,14.6,1
R4B,MIMAROPA Region,2016,5,2016-05,train,187,0,6.2,28.7,120.8,78.3,1,3016400,101.88,31.5,15.51,0.6,1.9,100.9,-59.4,79.1,26.04,152,46,14.4,18.6,1
R4B,MIMAROPA Region,2016,6,2016-06,train,279,2,9.25,27.5,145.8,81.5,0,3016400,101.88,31.5,15.51,0.1,1.6,120.8,-168,78.3,27.26,187,138,15.2,14.4,1
R4B,MIMAROPA Region,2016,7,2016-07,train,520,4,17.24,27.33,119.5,77.4,0,3016400,101.88,31.5,15.51,-0.2,1.1,145.8,-290.6,81.5,28.03,279,162,14.5,15.2,1
R4B,MIMAROPA Region,2016,8,2016-08,train,754,1,25,26.29,341.7,85.2,1,3016400,101.88,31.5,15.51,-0.4,0.6,119.5,-26.6,77.4,28.7,520,438,21.3,14.5,1
R4B,MIMAROPA Region,2016,9,2016-09,train,647,1,21.45,26.41,190.2,83.7,0,3016400,101.88,31.5,15.51,-0.5,0.1,341.7,-160.6,85.2,27.5,754,517,24.5,21.3,1
R4B,MIMAROPA Region,2016,10,2016-10,train,407,3,13.49,25.88,546,88.8,0,3016400,101.88,31.5,15.51,-0.6,-0.2,190.2,173.7,83.7,27.33,647,433,18.4,24.5,1
R4B,MIMAROPA Region,2016,11,2016-11,train,318,2,10.54,26.38,335.3,86.5,0,3016400,101.88,31.5,15.51,-0.6,-0.4,546,108.8,88.8,26.29,407,290,34.4,18.4,1
R4B,MIMAROPA Region,2016,12,2016-12,train,159,1,5.27,26.19,476.5,89.2,0,3016400,101.88,31.5,15.51,-0.6,-0.5,335.3,166.8,86.5,26.41,318,239,34.2,34.4,1
R4B,MIMAROPA Region,2017,1,2017-01,train,296,2,9.64,25.95,33.3,82.4,0,3069439,103.68,32.44,13.01,-0.4,-0.6,476.5,-91.3,89.2,25.88,159,64,33.8,34.2,1
R4B,MIMAROPA Region,2017,2,2017-02,train,156,3,5.08,24.97,73.1,78.2,0,3069439,103.68,32.44,13.01,-0.4,-0.6,33.3,-0.4,82.4,26.38,296,226,19.5,33.8,1
R4B,MIMAROPA Region,2017,3,2017-03,train,172,1,5.6,26.46,22.6,78,0,3069439,103.68,32.44,13.01,-0.2,-0.6,73.1,-27.8,78.2,26.19,156,151,17,19.5,1
R4B,MIMAROPA Region,2017,4,2017-04,train,107,0,3.49,26.61,51.4,77.6,0,3069439,103.68,32.44,13.01,0,-0.4,22.6,-6.1,78,25.95,172,152,18.7,17,1
R4B,MIMAROPA Region,2017,5,2017-05,train,30,0,0.98,27.52,188.2,80.1,0,3069439,103.68,32.44,13.01,0.1,-0.4,51.4,8.1,77.6,24.97,107,187,11.2,18.7,1
R4B,MIMAROPA Region,2017,6,2017-06,train,188,1,6.12,27.43,465.2,88.3,0,3069439,103.68,32.44,13.01,0.1,-0.2,188.2,151.4,80.1,26.46,30,279,20.8,11.2,1
R4B,MIMAROPA Region,2017,7,2017-07,train,220,1,7.17,26.81,315.3,84.5,0,3069439,103.68,32.44,13.01,0,0,465.2,-94.7,88.3,26.61,188,520,36.1,20.8,1
R4B,MIMAROPA Region,2017,8,2017-08,train,867,7,28.25,26.26,275,83.5,0,3069439,103.68,32.44,13.01,-0.2,0.1,315.3,-93.3,84.5,27.52,220,754,32.3,36.1,1
R4B,MIMAROPA Region,2017,9,2017-09,train,947,2,30.85,26.03,396.5,87.1,0,3069439,103.68,32.44,13.01,-0.5,0.1,275,45.6,83.5,27.43,867,647,27.5,32.3,1
R4B,MIMAROPA Region,2017,10,2017-10,train,541,4,17.63,26.63,339.2,85.9,0,3069439,103.68,32.44,13.01,-0.7,0,396.5,-33.1,87.1,26.81,947,407,33.8,27.5,1
R4B,MIMAROPA Region,2017,11,2017-11,train,387,1,12.61,27.04,205.4,84,0,3069439,103.68,32.44,13.01,-0.8,-0.2,339.2,-21.1,85.9,26.26,541,318,27.4,33.8,1
R4B,MIMAROPA Region,2017,12,2017-12,train,346,3,11.27,25.74,853.9,95.3,1,3069439,103.68,32.44,13.01,-0.9,-0.5,205.4,544.3,84,26.03,387,159,20.4,27.4,1
R4B,MIMAROPA Region,2018,1,2018-01,train,366,2,11.72,25.91,42.6,81.2,0,3122479,105.47,33.37,10.5,-0.9,-0.7,853.9,-82,95.3,26.63,346,296,42,20.4,1
R4B,MIMAROPA Region,2018,2,2018-02,train,193,1,6.18,25.94,39.2,78.2,0,3122479,105.47,33.37,10.5,-0.8,-0.8,42.6,-34.4,81.2,27.04,366,156,15.8,42,1
R4B,MIMAROPA Region,2018,3,2018-03,train,87,0,2.79,26.72,25,78,0,3122479,105.47,33.37,10.5,-0.6,-0.9,39.2,-25.4,78.2,25.74,193,172,14.3,15.8,1
R4B,MIMAROPA Region,2018,4,2018-04,train,71,0,2.27,27.42,44.7,78.1,0,3122479,105.47,33.37,10.5,-0.4,-0.9,25,-12.8,78,25.91,87,107,18.4,14.3,1
R4B,MIMAROPA Region,2018,5,2018-05,train,149,0,4.77,28.36,76.3,79.6,0,3122479,105.47,33.37,10.5,-0.2,-0.8,44.7,-103.8,78.1,25.94,71,30,16.5,18.4,1
R4B,MIMAROPA Region,2018,6,2018-06,train,344,1,11.02,27.02,252.5,81.3,1,3122479,105.47,33.37,10.5,0,-0.6,76.3,-61.3,79.6,26.72,149,188,13.1,16.5,1
R4B,MIMAROPA Region,2018,7,2018-07,train,298,2,9.54,26.07,342.7,84.7,0,3122479,105.47,33.37,10.5,0.2,-0.4,252.5,-67.3,81.3,27.42,344,220,30.1,13.1,1
R4B,MIMAROPA Region,2018,8,2018-08,train,670,0,21.46,26.75,306,84.4,0,3122479,105.47,33.37,10.5,0.3,-0.2,342.7,-62.3,84.7,28.36,298,867,25,30.1,1
R4B,MIMAROPA Region,2018,9,2018-09,train,709,6,22.71,26.68,217.1,82.7,0,3122479,105.47,33.37,10.5,0.5,0,306,-133.8,84.4,27.02,670,947,28.3,25,1
R4B,MIMAROPA Region,2018,10,2018-10,train,542,5,17.36,27.36,900,97.3,0,3122479,105.47,33.37,10.5,0.7,0.2,217.1,527.7,82.7,26.07,709,541,25.2,28.3,1
R4B,MIMAROPA Region,2018,11,2018-11,train,389,1,12.46,26.64,175.1,81.3,0,3122479,105.47,33.37,10.5,0.8,0.3,900,-51.5,97.3,26.75,542,387,42,25.2,1
R4B,MIMAROPA Region,2018,12,2018-12,train,334,1,10.7,26.78,245.6,83.5,0,3122479,105.47,33.37,10.5,0.8,0.5,175.1,-64,81.3,26.68,389,346,20.3,42,1
R4B,MIMAROPA Region,2019,1,2019-01,test,144,3,4.53,25.34,96.7,80.4,0,3175518,107.26,34.31,10.5,0.7,0.7,245.6,-28,83.5,27.36,334,366,19.4,20.3,1
R4B,MIMAROPA Region,2019,2,2019-02,test,281,1,8.85,25.68,117.4,82.9,0,3175518,107.26,34.31,10.5,0.7,0.8,96.7,43.8,80.4,26.64,144,193,17.4,19.4,1
R4B,MIMAROPA Region,2019,3,2019-03,test,353,1,11.12,27.02,53,79.2,0,3175518,107.26,34.31,10.5,0.7,0.8,117.4,2.6,82.9,26.78,281,87,16.6,17.4,1
R4B,MIMAROPA Region,2019,4,2019-04,test,240,4,7.56,27.41,78.8,76.1,0,3175518,107.26,34.31,10.5,0.7,0.7,53,21.3,79.2,25.34,353,71,19,16.6,1
R4B,MIMAROPA Region,2019,5,2019-05,test,241,2,7.59,28.02,167,79.4,0,3175518,107.26,34.31,10.5,0.6,0.7,78.8,-13.1,76.1,25.68,240,149,17.6,19,1
R4B,MIMAROPA Region,2019,6,2019-06,test,379,1,11.94,27.06,375.3,84.7,0,3175518,107.26,34.31,10.5,0.5,0.7,167,61.5,79.4,27.02,241,344,31.1,17.6,1
R4B,MIMAROPA Region,2019,7,2019-07,test,748,0,23.56,26.05,328.9,82.9,0,3175518,107.26,34.31,10.5,0.3,0.7,375.3,-81.1,84.7,27.41,379,298,31.9,31.1,1
R4B,MIMAROPA Region,2019,8,2019-08,test,2067,11,65.09,26.73,232.6,82.5,0,3175518,107.26,34.31,10.5,0.2,0.6,328.9,-135.7,82.9,28.02,748,670,30,31.9,1
R4B,MIMAROPA Region,2019,9,2019-09,test,1347,8,42.42,27.44,223.3,82.2,0,3175518,107.26,34.31,10.5,0.2,0.5,232.6,-127.5,82.5,27.06,2067,709,23.1,30,1
R4B,MIMAROPA Region,2019,10,2019-10,test,875,0,27.55,27.11,379.4,85.2,0,3175518,107.26,34.31,10.5,0.3,0.3,223.3,7.1,82.2,26.05,1347,542,23.2,23.1,1
R4B,MIMAROPA Region,2019,11,2019-11,test,865,2,27.24,27.62,196.5,84.3,0,3175518,107.26,34.31,10.5,0.5,0.2,379.4,-30,85.2,26.73,875,389,34.5,23.2,1
R4B,MIMAROPA Region,2019,12,2019-12,test,623,3,19.62,26.32,500.6,88.6,0,3175518,107.26,34.31,10.5,0.5,0.2,196.5,191,84.3,27.44,865,334,22.7,34.5,1
R4B,MIMAROPA Region,2020,1,2020-01,diagnostic_excluded,320,2,9.91,25.38,97,83.7,0,3228558,109.05,35.25,10.5,0.5,0.3,500.6,-27.7,88.6,27.11,623,144,31.2,22.7,1
R4B,MIMAROPA Region,2020,2,2020-02,diagnostic_excluded,213,0,6.6,25.72,93.8,79.9,0,3228558,109.05,35.25,10.5,0.5,0.5,97,20.2,83.7,27.62,320,281,16.9,31.2,1
R4B,MIMAROPA Region,2020,3,2020-03,diagnostic_excluded,138,1,4.27,26.38,77.9,78.6,0,3228558,109.05,35.25,10.5,0.4,0.5,93.8,27.5,79.9,26.32,213,353,10.5,16.9,1
R4B,MIMAROPA Region,2020,4,2020-04,diagnostic_excluded,115,0,3.56,27.52,108.7,77.5,0,3228558,109.05,35.25,10.5,0.2,0.5,77.9,51.2,78.6,25.38,138,240,20.1,10.5,1
R4B,MIMAROPA Region,2020,5,2020-05,diagnostic_excluded,221,1,6.85,28.05,137.2,79.2,0,3228558,109.05,35.25,10.5,0,0.5,108.7,-42.9,77.5,25.72,115,241,18.4,20.1,1
R4B,MIMAROPA Region,2020,6,2020-06,diagnostic_excluded,375,1,11.62,26.68,270.6,82.7,0,3228558,109.05,35.25,10.5,-0.3,0.4,137.2,-43.2,79.2,26.38,221,379,22.3,18.4,1
R4B,MIMAROPA Region,2020,7,2020-07,diagnostic_excluded,908,5,28.12,26.98,275.9,84.6,0,3228558,109.05,35.25,10.5,-0.4,0.2,270.6,-134.1,82.7,27.52,375,748,23.4,22.3,1
R4B,MIMAROPA Region,2020,8,2020-08,diagnostic_excluded,1313,4,40.67,26.03,269.7,84.5,1,3228558,109.05,35.25,10.5,-0.6,0,275.9,-98.6,84.6,28.05,908,2067,26.3,23.4,1
R4B,MIMAROPA Region,2020,9,2020-09,diagnostic_excluded,602,4,18.65,26.12,377.1,86.1,0,3228558,109.05,35.25,10.5,-0.9,-0.3,269.7,26.2,84.5,26.68,1313,1347,22.1,26.3,1
R4B,MIMAROPA Region,2020,10,2020-10,diagnostic_excluded,767,2,23.76,26.58,467.1,87.9,0,3228558,109.05,35.25,10.5,-1.2,-0.4,377.1,94.8,86.1,26.98,602,875,25.9,22.1,1
R4B,MIMAROPA Region,2020,11,2020-11,diagnostic_excluded,654,2,20.26,26.72,156.7,82.6,0,3228558,109.05,35.25,10.5,-1.3,-0.6,467.1,-69.8,87.9,26.03,767,865,30.5,25.9,1
R4B,MIMAROPA Region,2020,12,2020-12,diagnostic_excluded,317,2,9.82,26.27,510.7,87.8,0,3228558,109.05,35.25,10.5,-1.2,-0.9,156.7,201.1,82.6,26.12,654,623,19.9,30.5,1
R5,Region V (Bicol Region),2016,1,2016-01,train,466,2,7.96,26.18,245.6,84.2,0,5854024,323.17,23.32,27.34,2,2.1,354.9,58.1,86.6,27.09,1243,615,28.9,25.7,1
R5,Region V (Bicol Region),2016,2,2016-02,train,934,5,15.95,26.13,145.2,83.3,0,5854024,323.17,23.32,27.34,1.9,2.2,245.6,43.5,84.2,27.16,466,368,25.8,28.9,1
R5,Region V (Bicol Region),2016,3,2016-03,train,858,5,14.66,27.2,100.4,83.3,0,5854024,323.17,23.32,27.34,1.6,2.3,145.2,38.2,83.3,26.98,934,422,25.1,25.8,1
R5,Region V (Bicol Region),2016,4,2016-04,train,568,1,9.7,27.93,116.1,80.3,0,5854024,323.17,23.32,27.34,1.1,2,100.4,63.6,83.3,26.18,858,325,20.8,25.1,1
R5,Region V (Bicol Region),2016,5,2016-05,train,549,1,9.38,28.97,256.8,83.8,0,5854024,323.17,23.32,27.34,0.6,1.9,116.1,99.5,80.3,26.13,568,346,19.7,20.8,1
R5,Region V (Bicol Region),2016,6,2016-06,train,1310,7,22.38,29.3,224.9,83.6,0,5854024,323.17,23.32,27.34,0.1,1.6,256.8,-34,83.8,27.2,549,622,24.3,19.7,1
R5,Region V (Bicol Region),2016,7,2016-07,train,1652,9,28.22,27.55,455.1,86.1,0,5854024,323.17,23.32,27.34,-0.2,1.1,224.9,88.1,83.6,27.93,1310,2181,25.3,24.3,1
R5,Region V (Bicol Region),2016,8,2016-08,train,3479,8,59.43,27.36,802.1,94.3,0,5854024,323.17,23.32,27.34,-0.4,0.6,455.1,498.5,86.1,28.97,1652,4028,27.4,25.3,1
R5,Region V (Bicol Region),2016,9,2016-09,train,4481,18,76.55,27.54,281.5,84.7,0,5854024,323.17,23.32,27.34,-0.5,0.1,802.1,-25.4,94.3,29.3,3479,4342,41.4,27.4,1
R5,Region V (Bicol Region),2016,10,2016-10,train,1743,6,29.77,26.98,395.3,85.9,0,5854024,323.17,23.32,27.34,-0.6,-0.2,281.5,68.7,84.7,27.55,4481,3941,22.9,41.4,1
R5,Region V (Bicol Region),2016,11,2016-11,train,1738,13,29.69,26.8,335.4,87.4,1,5854024,323.17,23.32,27.34,-0.6,-0.4,395.3,105,85.9,27.36,1743,1481,28.6,22.9,1
R5,Region V (Bicol Region),2016,12,2016-12,train,624,3,10.66,26.7,356.8,88.7,0,5854024,323.17,23.32,27.34,-0.6,-0.5,335.4,4,87.4,27.54,1738,1243,31.9,28.6,1
R5,Region V (Bicol Region),2017,1,2017-01,train,261,1,4.42,25.88,174.7,82.4,0,5911059,326.32,23.44,23.68,-0.4,-0.6,356.8,-12.8,88.7,26.98,624,466,28,31.9,1
R5,Region V (Bicol Region),2017,2,2017-02,train,274,2,4.64,25.57,48.2,79.4,0,5911059,326.32,23.44,23.68,-0.4,-0.6,174.7,-53.5,82.4,26.8,261,934,24.3,28,1
R5,Region V (Bicol Region),2017,3,2017-03,train,296,0,5.01,26.63,35,78.1,0,5911059,326.32,23.44,23.68,-0.2,-0.6,48.2,-27.2,79.4,26.7,274,858,12.9,24.3,1
R5,Region V (Bicol Region),2017,4,2017-04,train,257,2,4.35,27.5,57.7,84,0,5911059,326.32,23.44,23.68,0,-0.4,35,5.2,78.1,25.88,296,568,13.9,12.9,1
R5,Region V (Bicol Region),2017,5,2017-05,train,313,2,5.3,28.44,131.4,81.4,0,5911059,326.32,23.44,23.68,0.1,-0.4,57.7,-26,84,25.57,257,549,15.4,13.9,1
R5,Region V (Bicol Region),2017,6,2017-06,train,600,2,10.15,27.9,237.4,82.7,0,5911059,326.32,23.44,23.68,0.1,-0.2,131.4,-21.5,81.4,26.63,313,1310,16.1,15.4,1
R5,Region V (Bicol Region),2017,7,2017-07,train,963,5,16.29,27.83,166.5,82.5,0,5911059,326.32,23.44,23.68,0,0,237.4,-200.5,82.7,27.5,600,1652,20.8,16.1,1
R5,Region V (Bicol Region),2017,8,2017-08,train,983,7,16.63,27.26,170.2,82.1,0,5911059,326.32,23.44,23.68,-0.2,0.1,166.5,-133.5,82.5,28.44,963,3479,22,20.8,1
R5,Region V (Bicol Region),2017,9,2017-09,train,1882,7,31.84,27.82,176.1,82.8,0,5911059,326.32,23.44,23.68,-0.5,0.1,170.2,-130.8,82.1,27.9,983,4481,21.7,22,1
R5,Region V (Bicol Region),2017,10,2017-10,train,841,7,14.23,27.53,299.6,86.1,0,5911059,326.32,23.44,23.68,-0.7,0,176.1,-27.1,82.8,27.83,1882,1743,18.6,21.7,1
R5,Region V (Bicol Region),2017,11,2017-11,train,700,3,11.84,27.14,301.6,86.3,0,5911059,326.32,23.44,23.68,-0.8,-0.2,299.6,71.1,86.1,27.26,841,1738,27.4,18.6,1
R5,Region V (Bicol Region),2017,12,2017-12,train,528,0,8.93,26.31,229.4,85.1,0,5911059,326.32,23.44,23.68,-0.9,-0.5,301.6,-123.4,86.3,27.82,700,624,27.8,27.4,1
R5,Region V (Bicol Region),2018,1,2018-01,train,315,0,5.28,25.9,89.7,82.8,0,5968095,329.47,23.56,20.02,-0.9,-0.7,229.4,-97.8,85.1,27.53,528,261,19,27.8,1
R5,Region V (Bicol Region),2018,2,2018-02,train,237,0,3.97,25.33,35.7,80.5,0,5968095,329.47,23.56,20.02,-0.8,-0.8,89.7,-66,82.8,27.14,315,274,16.4,19,1
R5,Region V (Bicol Region),2018,3,2018-03,train,217,1,3.64,26.26,57.4,81.5,0,5968095,329.47,23.56,20.02,-0.6,-0.9,35.7,-4.8,80.5,26.31,237,296,13.3,16.4,1
R5,Region V (Bicol Region),2018,4,2018-04,train,187,1,3.13,27.57,29.3,78.6,0,5968095,329.47,23.56,20.02,-0.4,-0.9,57.4,-23.1,81.5,25.9,217,257,15.1,13.3,1
R5,Region V (Bicol Region),2018,5,2018-05,train,183,0,3.07,28.29,406.2,86.7,1,5968095,329.47,23.56,20.02,-0.2,-0.8,29.3,248.9,78.6,25.33,187,313,16.1,15.1,1
R5,Region V (Bicol Region),2018,6,2018-06,train,466,2,7.81,27.45,268.8,82,1,5968095,329.47,23.56,20.02,0,-0.6,406.2,10,86.7,26.26,183,600,30.6,16.1,1
R5,Region V (Bicol Region),2018,7,2018-07,train,1282,6,21.48,27.25,492,86.3,0,5968095,329.47,23.56,20.02,0.2,-0.4,268.8,125,82,27.57,466,963,24.1,30.6,1
R5,Region V (Bicol Region),2018,8,2018-08,train,1197,4,20.06,27.16,239,83,0,5968095,329.47,23.56,20.02,0.3,-0.2,492,-64.7,86.3,28.29,1282,983,28.7,24.1,1
R5,Region V (Bicol Region),2018,9,2018-09,train,1780,13,29.83,28.16,149.9,78.5,0,5968095,329.47,23.56,20.02,0.5,0,239,-157,83,27.45,1197,1882,22.8,28.7,1
R5,Region V (Bicol Region),2018,10,2018-10,train,1257,5,21.06,27.86,431.6,86.4,0,5968095,329.47,23.56,20.02,0.7,0.2,149.9,105,78.5,27.25,1780,841,27.3,22.8,1
R5,Region V (Bicol Region),2018,11,2018-11,train,698,4,11.7,26.94,155.2,83.8,0,5968095,329.47,23.56,20.02,0.8,0.3,431.6,-75.2,86.4,27.16,1257,700,27.5,27.3,1
R5,Region V (Bicol Region),2018,12,2018-12,train,392,0,6.57,26.83,439.9,89.4,0,5968095,329.47,23.56,20.02,0.8,0.5,155.2,87.1,83.8,28.16,698,528,18,27.5,1
R5,Region V (Bicol Region),2019,1,2019-01,test,694,7,11.52,25.82,327.7,85.4,0,6025130,332.61,23.68,20.02,0.7,0.7,439.9,140.2,89.4,27.86,392,315,33,18,1
R5,Region V (Bicol Region),2019,2,2019-02,test,315,0,5.23,25.62,186.2,82.5,0,6025130,332.61,23.68,20.02,0.7,0.8,327.7,84.5,85.4,26.94,694,237,22.4,33,1
R5,Region V (Bicol Region),2019,3,2019-03,test,608,2,10.09,26.87,67.6,82.4,0,6025130,332.61,23.68,20.02,0.7,0.8,186.2,5.4,82.5,26.83,315,217,19.6,22.4,1
R5,Region V (Bicol Region),2019,4,2019-04,test,479,1,7.95,28.09,48.3,78.7,0,6025130,332.61,23.68,20.02,0.7,0.7,67.6,-4.2,82.4,25.82,608,187,17.3,19.6,1
R5,Region V (Bicol Region),2019,5,2019-05,test,621,6,10.31,28.8,326.2,83.6,0,6025130,332.61,23.68,20.02,0.6,0.7,48.3,168.9,78.7,25.62,479,183,18.4,17.3,1
R5,Region V (Bicol Region),2019,6,2019-06,test,903,11,14.99,28.48,171.9,79.9,0,6025130,332.61,23.68,20.02,0.5,0.7,326.2,-87,83.6,26.87,621,466,26.5,18.4,1
R5,Region V (Bicol Region),2019,7,2019-07,test,1181,5,19.6,27.73,234.9,82.5,0,6025130,332.61,23.68,20.02,0.3,0.7,171.9,-132.1,79.9,28.09,903,1282,18.6,26.5,1
R5,Region V (Bicol Region),2019,8,2019-08,test,3046,16,50.55,28.56,574.9,88.5,0,6025130,332.61,23.68,20.02,0.2,0.6,234.9,271.2,82.5,28.8,1181,1197,23.7,18.6,1
R5,Region V (Bicol Region),2019,9,2019-09,test,3659,19,60.73,27.64,230,80.9,0,6025130,332.61,23.68,20.02,0.2,0.5,574.9,-76.9,88.5,28.48,3046,1780,33,23.7,1
R5,Region V (Bicol Region),2019,10,2019-10,test,1749,7,29.03,27.25,368.8,85.6,0,6025130,332.61,23.68,20.02,0.3,0.3,230,42.1,80.9,27.73,3659,1257,20.4,33,1
R5,Region V (Bicol Region),2019,11,2019-11,test,967,7,16.05,27.59,160.9,83.8,0,6025130,332.61,23.68,20.02,0.5,0.2,368.8,-69.5,85.6,28.56,1749,698,31.2,20.4,1
R5,Region V (Bicol Region),2019,12,2019-12,test,608,3,10.09,26.38,321.6,85.3,0,6025130,332.61,23.68,20.02,0.5,0.2,160.9,-31.2,83.8,27.64,967,392,22.7,31.2,1
R5,Region V (Bicol Region),2020,1,2020-01,diagnostic_excluded,915,7,15.04,26.22,65.4,81.8,0,6082165,335.76,23.8,20.02,0.5,0.3,321.6,-122.1,85.3,27.25,608,694,26.1,22.7,1
R5,Region V (Bicol Region),2020,2,2020-02,diagnostic_excluded,673,1,11.07,26.47,143.4,82.3,0,6082165,335.76,23.8,20.02,0.5,0.5,65.4,41.7,81.8,27.59,915,315,15.1,26.1,1
R5,Region V (Bicol Region),2020,3,2020-03,diagnostic_excluded,415,0,6.82,26.69,108.4,82.5,0,6082165,335.76,23.8,20.02,0.4,0.5,143.4,46.2,82.3,26.38,673,608,19.7,15.1,1
R5,Region V (Bicol Region),2020,4,2020-04,diagnostic_excluded,413,1,6.79,28.1,102.3,82.1,0,6082165,335.76,23.8,20.02,0.2,0.5,108.4,49.8,82.5,26.22,415,479,19.9,19.7,1
R5,Region V (Bicol Region),2020,5,2020-05,diagnostic_excluded,652,4,10.72,28.81,154.2,81.9,0,6082165,335.76,23.8,20.02,0,0.5,102.3,-3.1,82.1,26.47,413,621,20.3,19.9,1
R5,Region V (Bicol Region),2020,6,2020-06,diagnostic_excluded,710,3,11.67,28.05,144,79.8,0,6082165,335.76,23.8,20.02,-0.3,0.4,154.2,-114.9,81.9,26.69,652,903,21.5,20.3,1
R5,Region V (Bicol Region),2020,7,2020-07,diagnostic_excluded,2180,7,35.84,27.59,572.7,89.3,0,6082165,335.76,23.8,20.02,-0.4,0.2,144,205.7,79.8,28.1,710,1181,21.1,21.5,1
R5,Region V (Bicol Region),2020,8,2020-08,diagnostic_excluded,2027,10,33.33,27.55,394.9,85.8,0,6082165,335.76,23.8,20.02,-0.6,0,572.7,91.2,89.3,28.81,2180,3046,35.9,21.1,1
